Property Address,Property Name,Number Of Units,Star Rating,Building Class,PropertyType,Secondary Type,Affordable Type,Building Status,Market Name,Submarket Name,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Address,Sale Company City State Zip,Sale Company Phone,Sale Company Fax,Sale Company Contact,Vacancy %,Month Built,Year Built,Year Renovated,Number Of Stories,Total Buildings,Rent Type,Property Manager Name,Property Manager Contact,Property Manager Phone,PropertyID,Owner Contact,Owner Name,Number Of Parking Spaces,County Name,Amenities,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Number Of Studios Units,Number Of Elevators,Operational Status,Latitude,Longitude,Four Bedroom Vacancy %,One Bedroom Vacancy %,Studio Vacancy %,Three Bedroom Vacancy %,Two Bedroom Vacancy %
5814 Hardy Ave,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,College West,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,,Market,,,,6894989,,San Diego State University Research Foundation,12,San Diego,,,,,,,0,,32.7729103,-117.0713973,,,,,
4612-4620 Judson Way,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-5845,790,1.86,1471,,,,,,,,,,0.56,,1959,,1,3,Market,Charles D Knoepfli,Charles Knoepfli,8582047257,965770,,Daily Tina C Living Trust,7,San Diego,,1,3,1,,,0,,32.7617530,-117.0525480,,0.0,,0.0,0.0
5822 Lindo Paseo,,5,2,C,Multi-Family,Apartments,,Demolished,San Diego,College West,San Diego,CA,92115-1332,,,,,,,,,,,,,,,,,1,2,Market,,,,4613338,Waleed Salameh,Dr. Waleed A. Salameh Ph.D,7,San Diego,,,,,,,0,,32.7718870,-117.0710220,,,,,
5830-5840 Lindo Paseo,Albert's College Apartments,25,2,C,Multi-Family,Dormitory,,Demolished,San Diego,College West,San Diego,CA,92115,652,,,,,,,,,,,,,,1965,,2,1,Market,,,,6895000,,,12,San Diego,,2,1,1,,21,0,,32.7719186,-117.0707372,,,,,
5288 Manhasset Dr,,2,2,,Multi-Family,,,Existing,San Diego,College West,San Diego,CA,92115-1116,1285,,,,,,,,,,,,4.12,,1955,2020,1,,Market,,,,12310347,,Tanner Lorusso,,San Diego,Air Conditioning,,,1,,,0,,32.7737510,-117.0817770,,,,0.0,
4445 Marcellena Rd,Marcellena Villas,24,2,C,Multi-Family,Apartments,,Existing,San Diego,Talmadge,San Diego,CA,92115-4733,768,1.92,1476,,,,,,,,,,8.66,,1972,,2,1,Market,RJW - Marcellena Villas,,6192811506,681527,,"RJW Properties, Inc.",25,San Diego,"Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Grill",12,12,,,,0,,32.7583588,-117.0804135,,0.0,,,16.7
5313-5335 Meade Ave,,12,2,C,Multi-Family,Apartments,,Existing,San Diego,Colina Del Sol,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,3,Market,Sunrise Management - 5313 Meade Ave,,8587516330,7565787,Neil Hovland,Neil Hovland,12,San Diego,,,,,,,0,,32.7563767,-117.0812396,,,,,
5316 Meade Ave,,20,2,C,Multi-Family,Apartments,Rent Restricted,Existing,San Diego,Colina Del Sol,San Diego,CA,92115,,,,,,,,,,,,,3.12,,,,2,1,Affordable,San Diego Housing Commission,,6192319400,7565781,,San Diego Housing Commission,20,San Diego,,,,,,,0,,32.7568064,-117.0812593,,,,,
5337-5347 Meade Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Colina Del Sol,San Diego,CA,92115-5257,,,785,,,,,,,,,,4.12,,1955,,1,1,Market,,,,4374374,Claudia Garcia,Claudia C & Pedro P Garcia,6,San Diego,Laundry Facilities,6,,,,,0,,32.7564430,-117.0808000,,0.0,,,
7178-7198 Melody Ln,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942,,,,,,,,,,,,,4.12,,,,2,1,Market,Bonner Jennifer,,6193035786,6891234,,Bonner Jennifer,12,San Diego,,,,,,,0,,32.7775803,-117.0425858,,,,,
7169-7179 Mohawk St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1842,,,,,,,,,,,,,4.12,,,,1,5,Market,,,,9472814,Janis Fregoso,Fregoso Janis S Trust,5,San Diego,,,,,,,0,,32.7696548,-117.0433650,,,,,
5253 Monroe Ave,,6,3,C,Multi-Family,Apartments,,Existing,San Diego,Talmadge,San Diego,CA,92115,,,,,,,,,,,,,4.12,,2000,,2,1,Market,,,,7564145,,Decima David A Trust 05-12-93,6,San Diego,"Air Conditioning, Wheelchair Accessible (Rooms)",,,,,,0,,32.7587930,-117.0821927,,,,,
5275 Monroe Ave,Las Palmas Apartments,36,2,C,Multi-Family,Apartments,,Existing,San Diego,Talmadge,San Diego,CA,92115,772,3.29,2544,,,,,,,,,,25.30,,1944,,2,2,Market,Sunrise Management - Las Palmas Apartments,,8587516330,7564149,Lorne Polger,Pathfinder Partners,45,San Diego,,,32,,,4,0,,32.7586800,-117.0813490,,,25.0,,25.0
5343 Monroe Ave,Wesley Terrace Apartments,161,2,C,Multi-Family,Apartments,Rent Subsidized,Existing,San Diego,Talmadge,San Diego,CA,92115,424,3.59,1525,,,,,,,,,,3.46,,1975,,8,1,Affordable,Royal Property - Wesley Terrace Apartments,,6195828100,7564146,,RAHD Group,80,San Diego,,46,1,,,114,0,,32.7588964,-117.0811113,,4.4,3.5,,0.0
5667-5677 Montezuma Rd,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,College West,San Diego,CA,92115,829,2.35,1947,,,,,,,,,,6.75,,,,2,1,Market,College Campanile Apartments,,6195827158,6894990,Al Malouf Assad,"Hanken Cono Assad & Co., Inc.",,San Diego,,8,8,,,,0,,32.7704128,-117.0737701,,0.0,,,12.5
5816 Montezuma Rd,,9,2,C,Multi-Family,Apartments,,Existing,San Diego,College West,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,,Market,,,,6894997,,Alpha Chi Omega House Corp,6,San Diego,,,,,,,0,,32.7710178,-117.0713649,,,,,
6139 Montezuma Rd,,4,2,C,Multi-Family,Apartments,,Demolished,San Diego,College East,San Diego,CA,92115,,,,,,,,,,,,,,,,,2,,Market,,,,6892934,,Morton Thomas & Marilyn Family Trust 09-,6,San Diego,,2,2,,,,0,,32.7704362,-117.0677083,,,,,
6153 Montezuma Rd,,7,2,C,Multi-Family,Apartments,,Demolished,San Diego,College East,San Diego,CA,92115-1429,,,,,,,,,,,,,,,1956,,2,1,Market,,,,6892932,Joel Berman,"Virtuosic Properties, Inc.",6,San Diego,,,,,,,0,,32.7703882,-117.0674782,,,,,
6159-6165 Montezuma Rd,Aztec Lofts,16,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1431,550,4.01,2203,,,,,,,,,,2.08,,1952,,2,2,Market,Torrey Pines - Aztec Lofts,,6193596514,4033924,,11Residential,10,San Diego,"Laundry Facilities, Picnic Area, Pool, Grill, Recycling, Maintenance on site, Sundeck",8,8,,,,0,,32.7704374,-117.0673637,,0.0,,,0.0
6175 Montezuma Rd,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1429,650,,,,,,,,,,,,4.12,,,,2,1,Market,Red House - 6175 Montezuma Rd,,8587553031,6892940,Waleed Salameh,Dr. Waleed A. Salameh Ph.D,6,San Diego,,5,,,,,0,,32.7704724,-117.0670037,,0.0,,,
6181 Montezuma Rd,,11,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1429,673,,,,,,,,,,,,0.63,,1952,,1,4,Market,,,,817789,Jose Kabbaz,Jose Daniel Kabbaz,10,San Diego,"Air Conditioning, Laundry Facilities, Picnic Area",7,4,,,,0,,32.7705099,-117.0668659,,0.0,,,0.0
6213 Montezuma Rd,,25,3,B,Multi-Family,Apartments,,Under Construction,San Diego,College East,San Diego,CA,92115-1438,,,,,,,,,,,,,,11,2024,,5,1,Market,,,,12876023,,The Prime Company,,San Diego,Air Conditioning,,,,,,0,,32.7704582,-117.0661718,,,,,
6560 Montezuma Rd,Penthouse Apartments,80,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115,1047,2.55,2668,,,,,,,,,,4.19,,1970,,3,1,Market,Penthouse Apartments,,6192658101,8104067,,"Hanken Cono Assad & Co., Inc.",120,San Diego,"Courtyard, Laundry Facilities, Property Manager on Site, Gated, Grill, Walking/Biking Trails, Maintenance on site, Online Services",24,56,,,,0,,32.7694326,-117.0572869,,4.2,,,3.6
6595 Montezuma Rd,The Dorchester Apartments,105,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-2866,985,2.50,2463,,,,,,,,,,6.12,,1953,,3,2,Market,The Dorchester Apartments,Wendy Smith,6195838084,7762075,Al Malouf Assad,"Hanken Cono Assad & Co., Inc.",180,San Diego,"24 Hour Access, Courtyard, Laundry Facilities, Pool, Grill, Laundry Service, Recycling, Walking/Biking Trails, Dining Room, Linen Closet",22,83,,,,0,,32.7686460,-117.0570270,,4.6,,,6.0
6621 Montezuma Rd,The Diplomat,48,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115,1012,2.68,2642,,,,,,,,,,2.00,,1981,,4,1,Market,The Diplomat,,6195830257,8021155,Al Malouf Assad,"Hanken Cono Assad & Co., Inc.",120,San Diego,"24 Hour Access, Air Conditioning, Courtyard, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Video Patrol, Furnished Units Available, Grill, Walking/Biking Trails, Maintenance on site, Online Services, Public Transportation, Shuttle To Campus",22,26,,,,0,,32.7687369,-117.0564843,,0.0,,,3.9
6623-6663 Montezuma Rd,Aztec Pacific,78,3,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-2838,528,3.82,2014,,,,,,,,,,12.18,,1962,,2,2,Market,Torrey Pines - Aztec Pacific,,6195397088,4193236,,11Residential,90,San Diego,"Air Conditioning, Business Center, Controlled Access, Courtyard, Laundry Facilities, Picnic Area, Pool, Property Manager on Site, Gated, Grill, Gas Range, Laundry Service, Package Service, Putting Greens, Recycling, Renters Insurance Program, Wi-Fi",71,6,1,,,0,,32.7686226,-117.0559021,,12.7,,0.0,16.7
4875-77 Normandie Pl,,2,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-8544,,,,,,,,,,,,,4.12,,1942,,1,1,Market,,,,19728238,,Mark H. Nys and Maria E. Luoni,,San Diego,"Air Conditioning, Laundry Facilities, Double Pane Windows",,2,,,,0,,32.7674262,-117.0441253,,,,,0.0
5474 Reservoir Dr,Palmilla,203,3,B,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92120-5145,748,2.94,2198,,,,,,,,,,6.72,,1969,,3,6,Market,Haven - Villa Del Sol,,6195825195,6892933,John Lauder,29th Street Capital,300,San Diego,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Pool, Sauna, Spa, Tennis Court, Basketball Court, Breakfast/Coffee Concierge, Cabana, Grill, Putting Greens, Elevator, Pantry, Wheelchair Accessible (Rooms), Public Transportation, Walk To Campus",131,40,,,32,3,,32.7750580,-117.0573050,,6.9,6.3,,7.5
4881 Rolando Ct,Rolando Court Apartments,109,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115,668,2.60,1739,,,,,,,,,,1.60,,1967,,2,4,Market,TEG - Rolando Court Apartments,,8584100041,8021161,,The Equity Group,112,San Diego,"Air Conditioning, Laundry Facilities, Property Manager on Site, Recycling, Maintenance on site",69,40,,,,0,,32.7680860,-117.0572670,,1.5,,,2.5
7080-7138 Saranac St,Woodland Terrace,66,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-8977,737,2.66,1956,,,,,,,,,,2.81,,1972,,2,4,Market,Valor - Woodland Terrace,,6197726459,730835,David Lysinger,David L Lysinger,102,San Diego,"Air Conditioning, Laundry Facilities, Pool, Property Manager on Site, Breakfast Nook, Pantry, Patio, Public Transportation",60,4,,,2,0,,32.7710878,-117.0450851,,3.3,0.0,,0.0
7100 Saranac St,La Mesa Colony Townhomes,5,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,1,Market,Frank Giarrantano,,6194400914,6889293,,Frank Giarrantano,12,San Diego,,,,,,,0,,32.7711822,-117.0448198,,,,,
7200 Saranac St,Fleetwood Apartments,70,3,B,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-8976,682,3.15,2149,,,,,,,,,,7.19,,1973,,2,1,Market,F&F - Fleetwood Apartments,,6195013222,887424,Shigeru Tanioka,Shigeru Tanioka,93,San Diego,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Sauna, Spa, Package Service, Storage Space, Maintenance on site, Dining Room, Skylights, Vinyl Flooring, Window Coverings",37,16,,,17,0,,32.7714392,-117.0427715,,8.1,5.9,,6.3
4742 Seminole Dr,,7,3,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-4234,1063,1.78,1889,,,,,,,,,,0.46,,1991,,2,1,Market,,,,4286056,,SRM Urban,25,San Diego,"Air Conditioning, Laundry Facilities",1,,6,,,0,,32.7632230,-117.0609460,,0.0,,0.0,
4750-4756 Seminole Dr,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,801,,,,,,,,,,,,4.12,,1962,,2,1,Market,,,,4034445,,Marsh Bird Llc,6,San Diego,Laundry Facilities,1,7,,,,0,,32.7633150,-117.0608290,,0.0,,,0.0
4781 SEMINOLE Dr,,20,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,SAN DIEGO,CA,92115,725,2.12,1535,,,,,,,,,,4.12,,,,2,1,Market,San Diego Realty,Jessica Kennedy,6196970602,8096276,Olga Neu,Olga B Neu Family Trust,20,San Diego,"Property Manager on Site, Recycling",20,,,,,0,,32.7643091,-117.0591046,,5.0,,,
6744-6750 Solita Ave,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,1061,,,,,,,,,,,,4.12,,1979,,1,3,Market,,,,4034405,,CAPPELLETTI LISA TRUST,18,San Diego,,,1,7,,,0,,32.7639400,-117.0522920,,,,0.0,0.0
6772 Solita Ave,,12,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,2,Market,6772 Solita Ave,,6197490883,8133338,,John & Paula Kernoski,24,San Diego,,,,,,,0,,32.7640190,-117.0517970,,,,,
4637 Soria Dr,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,College West,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,8095078,,Martin Chong A 2005 Trust 03-1,5,San Diego,,,,,,,0,,32.7623185,-117.0675669,,,,,
4644 Soria Dr,,7,2,C,Multi-Family,Apartments,,Existing,San Diego,College West,San Diego,CA,92115,821,1.37,1122,,,,,,,,,,0.73,,1967,,2,1,Market,Janet Brashars,Janet Brashars,6195834545,1045349,Janet Brashars,Janet Brashars,7,San Diego,Laundry Facilities,5,2,,,,0,,32.7621031,-117.0680117,,0.0,,,0.0
6210 Stanley Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,1,2,Market,,,,8093102,,Brenden D Lambrou,6,San Diego,,,,,,,0,,32.7616340,-117.0638240,,,,,
6211 Stanley Ave,,6,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,8093100,,Underwood Mona P,6,San Diego,,,,,,,0,,32.7612724,-117.0637506,,,,,
6219-6225 Stanley Ave,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-4047,,,,,,,,,,,,,4.12,,,,2,1,Market,Delta Property Management,Steve Fitch,6194655851,8093105,,Delta Property Management,16,San Diego,,,,,,,0,,32.7613049,-117.0633894,,,,,
6230-6236 Stanley Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,1309,,,,,,,,,,4.12,,,,1,,Market,,,,8093099,Andrew Gray,Andrew W Gray,6,San Diego,,,4,,,,0,,32.7618400,-117.0633600,,,,,0.0
6235 Stanley Ave,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,6487477,,Nancy G Emerson,8,San Diego,,,,,,,0,,32.7612641,-117.0632809,,,,,
6245 Stanley Ave,Villa Nova,25,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,689,2.48,1712,,,,,,,,,,4.38,,1958,,2,4,Market,HenderShawMgmt,,6199557776,4711025,Rafie Ansari,Rafie M & Diane J Ansari,20,San Diego,"Air Conditioning, Courtyard, Laundry Facilities, Pool, Property Manager on Site, Gated, Grill, Lounge, Double Pane Windows, Vinyl Flooring, Window Coverings",7,16,,,2,0,,32.7612890,-117.0630780,,0.0,0.0,,6.3
6250-6264 Stanley Ave,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115,,,772,,,,,,,,,,,,,,1,4,Market,Pure - 6250-6264 Stanley,,,8093098,Christopher Ludecke,Christopher A. Ludecke,13,San Diego,,16,,,,,0,,32.7617180,-117.0630240,,0.0,,,
6295-6305 Stanley Ave,Stanley Avenue Apartments,29,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-4001,750,1.54,1186,,,,,,,,,,4.12,,,,2,2,Market,DA- Stanley Avenue Apartments,,6194608011,8093097,Scott DeGoler,Immobilier Funds,12,San Diego,"Air Conditioning, Laundry Facilities",28,1,,,,0,,32.7615190,-117.0619732,,3.6,,,0.0
6830-6842 Tower St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-5869,651,4.10,2669,,,,,,,,,,4.12,,1946,,1,3,,,,,11521682,Marissa Montano,Marissa D Montano Trust,,San Diego,,2,2,,,,0,,32.7634606,-117.0501621,,0.0,,,0.0
6830 Tower St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-5869,,,,,,,,,,,,,4.12,,,,1,3,Market,,,,10141838,,Sorourbakhsh Shahriar,,San Diego,,,4,,,,0,,32.7634032,-117.0505097,,,,,0.0
4950 68th St,68th Street Square Apartments,10,3,B,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1700,950,1.99,1887,,,,,,,,,,4.12,,,,2,1,Market,Calprop - 68th Street Square,,8584833534,10993102,,Calprop - 68th Street Square,,San Diego,"Laundry Facilities, Smoke Free",,10,,,,0,,32.7691040,-117.0517611,,,,,0.0
4771 68th St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-4579,900,,,,,,,,,,,,4.12,,1970,,2,1,Market,,,,11023750,,Gregory W Welker Trust,,San Diego,,4,,,,,0,,32.7652508,-117.0508036,,0.0,,,
6641-6643 Amherst St,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-2905,600,,,,,,,,,,,,4.12,,1953,,2,1,Market,,,,10993258,,Marlin Harmer,,San Diego,,4,,,,,0,,32.7667481,-117.0559998,,0.0,,,
6863-6871 Amherst St,,,3,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-3074,,,,,,,,,,,,,,,,,,,,,,,10214106,,Andrew H Oliver,,San Diego,,,,,,,0,,32.7671957,-117.0499661,,,,,
4834-4838 Art St,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-2603,921,1.51,1395,,,,,,,,,,20.94,,,,1,2,Market,Lucille Trust & Dean S T  Goldman Lucill,Lucille Goldman,6192989004,9472868,,Dean S Goldman,,San Diego,,,5,,,,0,,32.7654739,-117.0616897,,,,,20.0
4850-4858 Benton Way,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-8519,600,,,,,,,,,,,,4.12,,1952,,2,1,Market,,,,10949158,,Jimmie Leo & Yvonne Vosacek,,San Diego,,4,,,,,0,,32.7669205,-117.0436407,,0.0,,,
4721 Choctaw Dr,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-2515,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,9468985,,Feinswog Louis & Renee P Trust,,San Diego,,,,,,,0,,32.7649874,-117.0618307,,,,,
4409-4415 College Ave,,7,1,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-5535,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,9465379,,Barron Nicholas B,,San Diego,,7,,,,,0,,32.7571778,-117.0660269,,0.0,,,
4723-4735 College Ave,,5,2,C,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-3906,,,,,,,,,,,,,4.12,,,,1,4,Market,,,,9473850,,College Avenue Baptist Church Of San Die,,San Diego,,,,,,,0,,32.7632407,-117.0666457,,,,,
5843 El Cajon Blvd,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,El Cerrito,San Diego,CA,92115-3772,684,,,,,,,,,,,,4.12,,1972,,2,1,Market,"Income Property Advisors, Inc.",Bob Macguire,8582791500,10866895,Nick Davison,Sterling Investment Group Inc,10,San Diego,,,8,,,,0,,32.7590400,-117.0712100,,,,,0.0
6440 El Cajon Blvd,,324,3,B,Multi-Family,Apartments,Rent Controlled,Under Construction,San Diego,College East,San Diego,CA,92115-2645,,,,,,,,,,,,,,1,2025,,6,1,Affordable,,,,15127266,,Rockpoint,,San Diego,,105,,132,,87,0,,32.7658311,-117.0601692,,,,,
5505 Lindo Paseo,Victory at SDSU,,2,,Multi-Family,Dormitory,,Proposed,San Diego,College West,San Diego,CA,92115,,,,,,,,,,,,,,,,,,,,,,,12885115,Bob Champion,Champion Real Estate Company,,San Diego,,,,,,,0,,32.7715220,-117.0758727,,,,,
6263 Montezuma Rd,63 Monte,38,4,A,Multi-Family,Apartments,Affordable Units,Proposed,San Diego,College East,San Diego,CA,92115-1438,,,,,,,,,,,,,,,,,5,1,Market/Affordable,,,,13973958,,Monte 38 Holdings Llc,,San Diego,"Courtyard, Roof Terrace, Bicycle Storage",,,4,34,,0,,32.7703479,-117.0651802,,,,,
7029-7031 Saranac St,,2,3,B,Multi-Family,Apartments,,Existing,San Diego,College East,San Diego,CA,92115-1845,800,,,,,,,,,,,,4.12,3,1998,,1,1,Market,Constellation - 7029 Saranac St,,6199557776,19736987,,,,San Diego,,,1,1,,,0,,32.7707562,-117.0464138,,,,0.0,0.0
6222-6228 Stanley Ave,,4,2,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-4015,650,,,,,,,,,,,,4.12,,1970,,2,1,Market,,,,10990581,,Robert Ogborne,,San Diego,,4,,,,,0,,32.7618209,-117.0635320,,0.0,,,
6161 Tarragona Dr,,2,3,C,Multi-Family,Apartments,,Existing,San Diego,Rolando,San Diego,CA,92115-5546,,,,,,,,,,,,,4.12,6,2023,,2,1,Market,Constellation - 6161 Tarragona Dr,,6199557776,19742471,,JJH Construction,,San Diego,"Air Conditioning, Pantry",2,,,,,0,,32.7550432,-117.0632346,,0.0,,,
4566 Date Ave,Imperial Gardens,8,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941-5283,,,,2900000,4.25,362500,Marcus & Millichap,12544 High Bluff Dr,"San Diego, CA 92130",8583733100,8583733110,Aaron Bove,4.12,,,,2,1,Market,,,,6047946,,Elefante Family Trust 04-30-07,8,San Diego,,,,,,,0,,32.7607887,-117.0199650,,,,,
5111 Wilson St,Bel Arms Apartments,10,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942-9016,696,,,6000000,,,,,,,,,4.12,,,,1,1,Market,,,,12266452,Larry Fite,Larry Fite,10,San Diego,"24 Hour Access, Air Conditioning, Laundry Facilities, Garden, Patio",6,4,,,,0,,32.7732022,-117.0061397,,0.0,,,0.0
4508 3rd St,Villa Capri,46,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,1276,2.14,2732,,,,,,,,,,0.00,,1975,,2,4,Market,Remm Group - Villa Capri,,6196680944,8127041,,SE CA Conference of Seventh Day Adventists,55,San Diego,"Air Conditioning, Clubhouse, Laundry Facilities, Sauna, Gated, Grill",8,18,20,,,0,,32.7602290,-117.0153780,,0.0,,0.0,0.0
4515 3rd St,Crestview Apartments,50,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,874,2.60,2271,,,,,,,,,,0.00,,1968,,2,5,Market,Bob Cota Realty - Crestview Apartments,Celia Guerrero,6194695010,8021156,,Gary R. Edwards,70,San Diego,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Sauna, Tenant Controlled HVAC, Maintenance on site, Online Services, Window Coverings",30,20,,,,0,,32.7606800,-117.0147890,,0.0,,,0.0
4653-4659 3rd St,,16,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941-5568,,,,,,,,,,,,,4.12,,,,2,2,Market,,,,6042813,,George Haddad,24,San Diego,,,,,,,0,,32.7639430,-117.0167640,,,,,
4488 4th St,,10,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,,,,,,,,,,,,,4.12,,,,2,5,Market,,,,8127037,,Southeastern Calif Conference,10,San Diego,,,,,,,0,,32.7601459,-117.0142364,,,,,
4609 4th St,,12,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,,,,,,,,,,,,,4.12,,,,2,1,Market,,,,8127040,,HACKER LIV TRUST,12,San Diego,,,,,,,0,,32.7637240,-117.0153913,,,,,
4620 4th St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,,,,,,,,,,,,,4.12,,1967,,2,1,Market,,,,8127038,Dick Martin,Martin Trust 05-05-98,8,San Diego,,,,,,,0,,32.7636645,-117.0159417,,,,,
4636 4th St,Dodge House,8,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941,,,,,,,,,,,,,4.12,,,,2,1,Market,Dodge House,"John ",6194054095,8127035,Janet Brashars,Janet Ann Brashars,6,San Diego,,,,,,,0,,32.7639148,-117.0160851,,,,,
4668 4th St,,8,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91941-5588,677,,,,,,,,,,,,4.12,,1972,,2,1,Market,,,,4152569,,Richard Fantozzi,10,San Diego,Air Conditioning,8,,,,,0,,32.7643880,-117.0163690,,0.0,,,
4851 73rd St,,12,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942,675,1.84,1239,,,,,,,,,,8.71,,1971,,2,1,Market,K and R Properties,,8584901600,6969250,,Joehnk LLC,12,San Diego,,6,,,,6,0,,32.7675734,-117.0401103,,0.0,16.7,,
4905 73rd St,Mesa Manor Apartment,36,2,C,Multi-Family,Apartments,,Existing,San Diego,La Mesa,La Mesa,CA,91942,694,1.98,1374,,,,,,,,,,1.64,,,,2,2,Market,K and R Properties - Mesa Manor,Tammy Ackerman,8584901600,6884230,,Joehnk Family Trust,40,San Diego,Recycling,31,5,,,,0,,32.7680940,-117.0400790,,3.2,,,0.0
